City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
483,trunovskoye,45.4878,42.1358,0.72,80,74,6.3,RU,1701213359
484,hilo,19.7297,-155.09,27.27,74,100,5.66,US,1701213361
485,ust'-charyshskaya pristan',52.3934,83.6635,-3.22,73,13,1.79,RU,1701213362
486,sovetskaya gavan',48.9723,140.2878,-10.94,72,100,7.1,RU,1701213364
487,lompoc,34.6391,-120.4579,20.99,50,0,4.12,US,1701213292
488,amga,60.8953,131.9608,-24.96,97,100,0.84,RU,1701213367
489,junction city,39.0286,-96.8314,4.75,73,0,7.2,US,1701213357
490,paka,4.6374,103.4368,24.96,94,20,0.0,MY,1701213370
491,dalianwan,39.0286,121.695,-2.98,50,20,5.0,CN,1701213372
492,ancud,-41.8697,-73.8203,11.27,86,35,6.19,CL,1701213373
493,taksimo,56.3444,114.8794,-18.35,83,99,2.42,RU,1701213375
494,rezina,47.7492,28.9622,6.25,97,100,7.19,MD,1701213377
495,lazaro cardenas,17.9583,-102.2,28.6,73,86,2.84,MX,1701213378
496,quarai,-30.3875,-56.4514,22.44,74,22,7.05,BR,1701213381
497,port moresby,-9.4431,147.1797,26.77,79,100,0.82,PG,1701213382
498,caluula,11.9661,50.7569,26.32,64,79,3.61,SO,1701213384
499,arno,60.1167,18.6333,0.44,89,100,7.71,SE,1701213385
500,al khafji,28.4391,48.4913,20.31,56,14,8.14,SA,1701213386
501,carutapera,-1.195,-46.02,26.39,81,34,3.59,BR,1701213388
502,sathupalli,17.2497,80.869,20.45,94,73,1.69,IN,1701213392
503,igrim,63.1906,64.4162,-3.46,97,100,2.5,RU,1701213394
504,sogne,58.0833,7.8167,-2.95,80,100,1.79,NO,1701213398
505,balkashino,52.5167,68.7667,-0.8,82,100,3.56,KZ,1701213400
506,ad dabbah,18.05,30.95,22.61,23,1,4.61,SD,1701213401
507,novo aripuana,-5.1206,-60.3797,27.79,64,83,0.93,BR,1701213403
508,torghay,49.6339,63.4981,6.2,75,100,2.85,KZ,1701213405
509,nanyamba,-10.6833,39.8333,21.77,98,56,1.66,TZ,1701213406
510,sibanicu,21.235,-77.5264,25.25,86,49,3.94,CU,1701213408
511,pazarcik,37.4869,37.2996,3.11,59,71,2.07,TR,1701213411
512,lulea,65.5842,22.1547,-3.96,86,100,5.66,SE,1701213414
513,qarauyl,48.9451,79.255,0.0,59,43,3.75,KZ,1701213415
514,lesnoy,57.6198,63.0784,-3.95,96,99,2.6,RU,1701213416
515,morondava,-20.2833,44.2833,24.7,87,19,2.37,MG,1701213418
516,chililabombwe,-12.3648,27.8229,17.49,95,100,1.76,ZM,1701213420
517,latehar,23.75,84.5,15.38,82,44,0.73,IN,1701213423
518,dhidhdhoo,6.8833,73.1,27.94,71,93,0.17,MV,1701213425
519,letterkenny,54.95,-7.7333,2.46,89,71,0.54,IE,1701213426
520,manavalakurichi,8.1333,77.3,25.6,81,99,1.73,IN,1701213429
521,homer,59.6425,-151.5483,5.94,78,100,5.81,US,1701213431
522,parvatipuram,18.7833,83.4333,19.7,93,30,0.95,IN,1701213434
523,casablanca,33.5928,-7.6192,16.85,77,5,0.89,MA,1701213287
524,boda,4.3189,17.4695,22.08,92,41,1.42,CF,1701213437
525,bolanikhodan,22.1,85.3167,15.73,62,78,0.88,IN,1701213439
526,bolotnoye,55.6717,84.3981,-11.24,86,65,3.07,RU,1701213441
527,mutuali,-14.8706,37.0044,26.01,49,95,0.87,MZ,1701213443
528,ithaca,42.4406,-76.4966,-1.26,68,100,5.66,US,1701213273
529,pujehun,7.3581,-11.7208,24.4,93,99,1.03,SL,1701213446
530,sarkikaraagac,38.0794,31.3664,2.11,76,94,3.95,TR,1701213448
531,chifeng,42.2683,118.9636,-11.84,39,0,7.49,CN,1701213449
532,savanna-la-mar,18.219,-78.1332,28.29,86,80,1.92,JM,1701213451
533,chui,-33.6971,-53.4616,19.35,93,65,6.4,UY,1701213452
534,mahibadhoo,3.7833,72.9667,27.46,77,100,3.21,MV,1701213454
535,puerto carreno,6.189,-67.4859,30.99,66,20,2.06,CO,1701213456
536,lagoa,39.05,-27.9833,17.99,88,100,7.41,PT,1701213458
537,usogorsk,63.4106,48.6872,-7.96,94,100,3.48,RU,1701213460
538,al kharj,24.155,47.3346,18.32,36,1,3.45,SA,1701213462
539,christchurch,-43.5333,172.6333,14.39,60,100,3.6,NZ,1701213407
540,iquique,-20.2208,-70.1431,20.02,76,18,2.97,CL,1701213465
541,loukhi,66.0764,33.0381,-5.52,90,100,7.17,RU,1701213466
542,zhezqazghan,47.7833,67.7667,4.82,72,68,3.35,KZ,1701213467
543,edd,13.9297,41.6925,26.26,77,89,2.98,ER,1701213470
544,jalai nur,49.45,117.7,-16.6,76,100,5.95,CN,1701213471
545,zvezdnyy,57.7325,56.3147,-0.67,99,100,0.74,RU,1701213472
546,vila velha,-20.3297,-40.2925,25.97,85,75,4.12,BR,1701213213
547,kismayo,-0.3582,42.5454,27.1,79,44,4.27,SO,1701213475
548,dunedin,-45.8742,170.5036,12.67,50,18,3.58,NZ,1701213476
549,san jeronimo de juarez,17.1333,-100.4667,28.37,76,76,1.44,MX,1701213477
550,beberibe,-4.1797,-38.1306,26.08,82,16,5.26,BR,1701213479
551,mont-joli,48.5839,-68.1921,-4.28,58,40,9.77,CA,1701213480
552,kerikeri,-35.2268,173.9474,21.06,78,81,0.45,NZ,1701213481
553,axim,4.8699,-2.2405,26.25,84,46,2.79,GH,1701213483
554,kasempa,-13.4584,25.8338,18.06,93,100,3.56,ZM,1701213484
